region,month,hours_per_week,deliveries_per_day,income_mean,income_variability,stress_level,work_life_balance,burnout_risk
Berlin,1,46.2,15.4,1485.0,0.43,3.7,6.6,0
Cologne,10,50.1,16.9,1458.0,0.53,5.0,5.8,0
Cologne,4,52.1,20.2,1935.0,0.81,5.0,6.4,1
Cologne,11,33.8,13.2,1219.0,0.67,4.9,5.0,0
Munich,6,29.7,7.6,800.0,0.27,1.4,10.0,0
Berlin,4,57.8,12.7,992.0,0.9,6.2,2.1,1
Cologne,6,48.3,15.6,1848.0,0.65,4.0,6.5,0
Frankfurt,2,37.5,6.2,800.0,0.6,4.2,5.0,0
Hamburg,11,60.5,17.2,981.0,0.9,6.0,2.1,1
Hamburg,9,46.2,12.8,1075.0,0.71,4.8,5.0,0
Cologne,4,56.8,17.2,1182.0,0.86,4.9,3.7,1
Cologne,5,45.7,17.7,1618.0,0.4,3.8,6.0,0
Cologne,7,65.6,25.0,2144.0,0.56,7.0,3.0,1
Hamburg,8,62.6,22.4,1752.0,0.9,7.7,3.4,1
Cologne,1,42.5,16.1,1108.0,0.9,3.4,5.1,0
Frankfurt,7,54.7,20.2,1646.0,0.57,4.2,6.7,0
Frankfurt,10,51.5,9.7,800.0,0.9,6.1,4.0,1
Frankfurt,9,58.7,19.6,1725.0,0.59,5.8,5.2,0
Frankfurt,2,35.4,6.4,800.0,0.63,4.8,4.8,0
Berlin,11,51.9,18.8,2092.0,0.44,3.8,4.8,0
Cologne,2,55.6,12.2,891.0,0.87,2.9,5.9,1
Munich,11,27.4,8.6,800.0,0.48,1.9,6.8,0
Berlin,4,33.2,12.7,985.0,0.45,2.2,8.3,0
Munich,12,24.6,5.0,800.0,0.76,2.3,9.1,0
Munich,1,42.3,17.0,1564.0,0.48,3.3,6.2,0
Berlin,9,52.2,18.9,1458.0,0.66,6.3,4.3,1
Cologne,12,60.0,21.2,2087.0,0.54,5.6,2.9,1
Berlin,5,45.7,17.3,1504.0,0.9,4.8,5.4,0
Hamburg,3,61.3,19.4,1451.0,0.67,6.4,4.3,1
Frankfurt,6,31.2,10.9,800.0,0.9,3.4,5.1,0
Berlin,7,28.0,9.4,956.0,0.44,2.8,7.0,0
Berlin,4,44.4,14.8,1188.0,0.47,5.2,5.5,0
Hamburg,2,48.8,14.3,1143.0,0.9,3.7,3.4,1
Frankfurt,12,44.7,11.2,800.0,0.88,6.6,4.8,0
Munich,5,24.3,7.1,800.0,0.51,2.1,8.3,0
Hamburg,12,44.1,13.5,954.0,0.63,2.4,8.3,0
Cologne,7,32.0,8.4,948.0,0.53,3.5,6.1,0
Berlin,10,51.7,19.8,1726.0,0.78,3.9,4.4,1
Berlin,10,48.7,12.7,981.0,0.86,5.9,4.7,0
Hamburg,3,35.6,11.4,870.0,0.59,6.9,3.0,0
Berlin,2,39.9,16.8,1361.0,0.89,2.8,7.2,0
Frankfurt,2,34.4,14.2,1135.0,0.67,3.9,7.1,0
Frankfurt,11,44.4,18.4,1284.0,0.41,1.8,9.0,0
Hamburg,12,54.6,16.4,933.0,0.69,6.1,5.8,1
Hamburg,12,35.1,14.1,966.0,0.83,2.2,8.0,0
Hamburg,11,50.0,13.5,1054.0,0.63,4.1,5.2,1
Cologne,4,39.7,12.4,845.0,0.65,2.3,7.5,0
Berlin,4,37.1,11.8,1109.0,0.9,4.8,5.6,0
Munich,5,43.9,12.9,987.0,0.89,5.9,5.1,0
Munich,3,34.6,10.5,1212.0,0.78,3.5,5.0,0
Munich,11,39.5,11.7,822.0,0.48,2.6,7.4,0
Hamburg,1,33.0,8.1,800.0,0.89,5.7,5.9,0
Cologne,4,64.6,24.1,1872.0,0.7,5.3,4.4,1
Cologne,1,45.4,14.6,1254.0,0.81,1.3,9.6,0
Munich,12,38.0,13.3,1275.0,0.5,4.5,6.0,0
Munich,8,47.1,16.2,1418.0,0.52,3.1,7.9,0
Cologne,5,43.9,14.8,800.0,0.53,5.9,3.3,0
Hamburg,2,42.8,14.5,1263.0,0.61,3.7,5.5,0
Hamburg,12,51.1,16.1,1088.0,0.59,6.0,4.0,0
Munich,5,52.6,21.8,1680.0,0.9,7.4,1.1,1
Frankfurt,5,39.7,15.5,1379.0,0.86,2.2,7.6,0
Hamburg,1,39.2,13.1,827.0,0.76,3.1,7.2,0
Frankfurt,5,42.2,12.7,1251.0,0.47,4.1,7.7,0
Berlin,8,22.0,7.0,800.0,0.63,4.5,5.9,0
Hamburg,10,29.8,11.2,1330.0,0.88,2.0,8.6,0
Frankfurt,2,58.7,24.1,1938.0,0.53,5.0,6.2,0
Berlin,8,61.4,16.4,1650.0,0.88,6.9,2.2,1
Berlin,8,42.5,16.1,1531.0,0.58,3.4,6.4,0
Munich,12,50.8,20.3,1502.0,0.9,5.3,7.1,1
Frankfurt,1,48.1,11.6,800.0,0.5,2.5,7.4,0
Munich,4,70.0,22.8,1846.0,0.73,10.0,1.1,1
Berlin,5,56.2,15.5,1127.0,0.8,3.6,7.4,1
Hamburg,10,43.7,15.9,1585.0,0.59,3.9,4.6,0
Hamburg,8,35.4,10.7,810.0,0.77,3.5,6.8,0
Hamburg,3,28.9,9.3,800.0,0.55,5.8,4.4,0
Frankfurt,1,47.0,14.4,876.0,0.65,2.7,7.6,0
Cologne,7,37.4,14.6,1255.0,0.76,6.7,2.5,1
Munich,4,30.8,10.9,800.0,0.73,4.2,4.7,0
Cologne,10,38.5,13.5,1171.0,0.9,4.5,5.0,0
Cologne,12,34.2,11.9,1066.0,0.88,1.9,8.0,0
Berlin,5,61.9,22.3,1637.0,0.9,7.0,4.1,1
Munich,6,53.8,17.2,1564.0,0.87,4.3,7.5,1
Berlin,4,44.9,20.1,1551.0,0.84,6.4,5.0,0
Cologne,1,59.8,16.2,1004.0,0.48,4.5,6.3,0
Berlin,11,45.8,10.1,1115.0,0.82,4.4,4.6,0
Berlin,8,36.4,6.7,800.0,0.43,2.8,6.8,0
Frankfurt,11,60.2,13.8,1208.0,0.57,4.5,5.7,0
Munich,9,50.4,18.8,1590.0,0.9,6.2,3.2,1
Munich,3,34.6,13.2,1134.0,0.81,4.3,6.3,0
Cologne,10,43.1,18.0,1513.0,0.69,6.1,4.6,0
Hamburg,4,36.2,8.9,800.0,0.71,1.0,9.5,0
Berlin,5,31.2,12.6,1348.0,0.9,4.7,6.3,0
Munich,10,54.3,18.3,1652.0,0.9,9.2,1.0,1
Hamburg,9,64.1,21.9,1844.0,0.89,5.7,5.2,1
Munich,5,31.0,12.2,800.0,0.66,5.9,3.4,1
Cologne,7,50.6,14.6,973.0,0.9,4.7,4.4,1
Berlin,3,38.5,20.6,1779.0,0.45,1.8,8.7,0
Frankfurt,1,40.1,17.4,989.0,0.9,3.6,7.7,0
Cologne,6,39.1,11.4,982.0,0.9,5.5,5.0,0
Cologne,10,36.4,8.8,800.0,0.75,2.4,7.6,0
Cologne,1,45.5,14.9,1018.0,0.87,3.6,6.7,0
Hamburg,6,36.7,12.8,800.0,0.7,4.6,5.6,0
Cologne,8,47.7,19.1,1577.0,0.9,4.8,4.1,0
Frankfurt,9,44.5,11.3,1129.0,0.9,5.3,3.4,1
Berlin,8,42.6,15.1,1274.0,0.63,4.6,5.3,0
Munich,5,35.9,7.4,800.0,0.44,4.3,5.8,0
Hamburg,7,39.2,14.4,1185.0,0.69,3.3,6.7,0
Cologne,6,52.6,17.2,1512.0,0.9,5.6,5.1,1
Munich,9,50.0,22.5,1892.0,0.9,3.6,6.2,1
Cologne,4,35.2,7.1,800.0,0.9,5.5,5.1,0
Berlin,8,46.0,19.4,1737.0,0.51,3.6,6.2,0
Frankfurt,12,52.5,12.4,1152.0,0.8,6.9,4.9,1
Frankfurt,11,28.3,5.5,800.0,0.69,2.5,7.6,0
Hamburg,9,50.4,11.8,800.0,0.87,5.3,7.0,1
Munich,7,38.4,13.5,1132.0,0.56,3.1,7.3,0
Munich,12,50.7,13.4,1136.0,0.79,3.5,6.2,1
Frankfurt,7,37.4,8.4,800.0,0.61,1.1,8.0,0
Berlin,2,27.0,9.6,805.0,0.6,1.1,7.4,0
Hamburg,9,28.7,10.9,1089.0,0.72,2.4,6.6,0
Cologne,12,45.5,15.3,1702.0,0.81,4.9,4.3,0
Hamburg,5,47.6,15.4,1260.0,0.61,6.3,4.1,0
Frankfurt,10,36.0,17.5,1465.0,0.87,2.9,6.5,0
Cologne,3,51.4,17.6,1241.0,0.54,3.8,6.4,0
Hamburg,4,28.4,11.9,850.0,0.7,1.0,10.0,0
Berlin,10,44.3,15.2,1189.0,0.56,5.2,4.8,0
Munich,2,32.9,7.7,849.0,0.86,5.4,6.7,0
Cologne,3,38.5,14.5,1322.0,0.9,5.7,3.1,1
Hamburg,6,45.5,13.2,1441.0,0.49,5.6,4.2,0
Berlin,12,36.4,11.9,800.0,0.9,4.6,4.9,0
Hamburg,1,41.2,14.6,906.0,0.55,6.7,4.3,0
Cologne,2,55.1,12.5,1223.0,0.51,6.0,1.8,1
Berlin,4,39.2,8.2,950.0,0.9,4.9,3.7,1
Munich,1,53.4,20.5,1648.0,0.87,4.9,5.0,1
Berlin,6,33.7,9.2,800.0,0.33,1.3,10.0,0
Hamburg,12,50.3,14.9,1045.0,0.9,4.0,6.2,1
Hamburg,4,59.4,20.3,1691.0,0.9,5.9,2.7,1
Hamburg,2,20.3,5.6,800.0,0.37,2.1,6.7,0
Hamburg,10,37.0,13.6,1125.0,0.9,6.6,5.1,0
Hamburg,4,50.8,16.8,1721.0,0.75,5.2,4.2,1
Frankfurt,12,43.0,14.9,1479.0,0.67,6.1,3.0,1
Berlin,8,48.7,14.1,1292.0,0.9,4.2,7.3,0
Berlin,6,39.0,13.6,1073.0,0.81,3.4,7.6,0
Berlin,11,45.9,18.6,1389.0,0.7,2.6,8.7,0
Berlin,1,43.4,12.8,1174.0,0.9,3.2,5.8,0
Cologne,5,56.7,21.6,1736.0,0.9,6.5,2.0,1
Hamburg,11,47.5,15.7,1267.0,0.57,4.8,5.4,0
Frankfurt,6,48.4,18.3,1156.0,0.9,6.3,4.1,0
Cologne,4,40.9,14.0,978.0,0.64,4.4,6.0,0
Berlin,4,40.1,13.3,1212.0,0.63,3.5,8.0,0
Berlin,3,40.7,14.6,948.0,0.9,7.3,1.0,1
Frankfurt,10,48.9,20.0,1650.0,0.89,4.8,6.1,0
Berlin,10,40.8,14.3,1227.0,0.68,5.8,3.1,1
Berlin,6,47.9,17.4,1486.0,0.8,4.2,6.7,0
Berlin,12,65.8,20.8,1777.0,0.9,7.6,1.9,1
Berlin,9,53.7,22.6,1935.0,0.61,6.8,2.4,1
Cologne,7,41.7,15.8,1142.0,0.9,4.5,4.9,0
Cologne,9,57.0,19.2,1245.0,0.8,2.2,6.4,1
Cologne,12,40.9,13.3,887.0,0.87,4.1,5.9,0
Berlin,6,24.6,11.1,1037.0,0.75,4.3,4.9,0
Munich,2,34.9,9.8,800.0,0.55,4.3,6.5,0
Cologne,6,26.3,5.0,800.0,0.9,3.3,7.3,0
Hamburg,7,41.5,14.0,914.0,0.49,1.6,10.0,0
Hamburg,2,45.2,18.6,1121.0,0.38,3.4,6.9,0
Munich,1,61.8,25.4,1800.0,0.9,6.8,3.7,1
Frankfurt,6,48.3,15.8,1462.0,0.9,5.4,6.0,0
Hamburg,12,42.8,14.4,1009.0,0.88,6.1,3.3,1
Frankfurt,8,53.3,19.3,1196.0,0.46,5.1,3.4,1
Hamburg,11,22.9,6.8,800.0,0.48,2.9,7.3,0
Munich,6,47.4,17.3,1489.0,0.71,4.8,3.8,1
Cologne,8,52.7,17.3,1019.0,0.77,3.8,8.7,1
Frankfurt,6,30.2,13.1,1239.0,0.67,1.0,10.0,0
Frankfurt,6,56.4,21.0,1390.0,0.9,6.3,5.9,1
Munich,8,48.4,18.6,1406.0,0.79,5.1,5.0,0
Frankfurt,3,40.8,13.0,958.0,0.75,3.2,7.4,0
Hamburg,3,51.3,22.9,1719.0,0.82,2.7,6.8,1
Cologne,6,67.7,24.0,1909.0,0.9,7.7,3.2,1
Berlin,4,46.8,16.3,1464.0,0.9,4.3,4.5,0
Munich,7,47.5,13.5,1075.0,0.9,5.6,1.9,1
Frankfurt,11,40.4,13.2,933.0,0.64,6.8,2.4,1
Frankfurt,7,36.5,12.5,1092.0,0.82,1.0,7.5,0
Frankfurt,9,53.3,15.4,1274.0,0.54,4.3,7.2,0
Frankfurt,2,36.4,11.3,800.0,0.9,3.3,8.5,0
Munich,11,45.7,14.7,1188.0,0.9,6.8,1.8,1
Hamburg,2,40.2,13.6,936.0,0.65,1.6,9.7,0
Hamburg,6,49.8,11.3,800.0,0.79,7.9,3.1,1
Cologne,9,48.3,15.7,1418.0,0.53,5.0,3.4,0
Cologne,7,55.4,17.3,1476.0,0.55,5.4,4.2,0
Berlin,6,39.9,13.2,1213.0,0.9,3.7,5.7,0
Hamburg,5,42.3,17.2,1504.0,0.64,3.6,7.2,0
Munich,8,35.2,17.9,1254.0,0.79,5.1,3.7,1
Hamburg,12,40.6,15.6,1445.0,0.88,2.5,7.4,0
Hamburg,2,48.8,12.6,945.0,0.62,5.4,3.9,1
Cologne,12,52.6,16.5,1505.0,0.89,4.7,5.8,1
Frankfurt,3,35.8,13.7,1072.0,0.6,2.4,7.3,0
Frankfurt,12,53.7,19.3,1611.0,0.79,9.2,1.0,1
Hamburg,6,58.6,22.5,1867.0,0.9,6.5,3.3,1
Hamburg,1,49.1,16.1,1450.0,0.9,5.8,6.2,0
Hamburg,12,63.8,20.2,1286.0,0.66,8.1,1.5,1
Hamburg,8,37.3,17.7,1099.0,0.6,1.6,7.4,0
Cologne,11,32.6,11.0,1017.0,0.9,5.9,4.7,0
Hamburg,11,27.2,6.0,800.0,0.29,1.0,8.9,0
Hamburg,9,60.0,24.4,1798.0,0.69,4.8,3.7,1
Berlin,2,51.5,12.7,1088.0,0.9,4.5,7.8,1
Berlin,9,44.4,5.0,800.0,0.9,5.3,4.3,0
Hamburg,5,47.8,18.2,2112.0,0.9,5.1,4.5,0
Frankfurt,8,33.7,14.0,1381.0,0.54,3.1,7.0,0
Munich,1,69.5,24.4,2076.0,0.85,6.9,4.8,1
Berlin,1,46.3,11.5,937.0,0.8,3.2,5.2,0
Hamburg,12,46.1,15.2,1091.0,0.41,2.4,7.9,0
Berlin,12,52.3,16.6,1065.0,0.87,6.3,5.8,1
Hamburg,4,49.8,15.0,1177.0,0.9,6.0,4.1,0
Frankfurt,1,47.2,20.0,1427.0,0.9,7.1,1.7,1
Frankfurt,12,37.1,9.2,800.0,0.39,2.5,6.9,0
Berlin,1,49.7,17.5,1118.0,0.7,6.0,4.2,0
Munich,12,63.8,24.9,2038.0,0.82,6.0,5.4,1
Munich,5,58.5,20.6,1575.0,0.9,7.6,2.0,1
Munich,2,60.9,24.0,2030.0,0.9,7.6,3.2,1
Munich,4,39.9,15.0,1290.0,0.57,4.3,4.3,0
Cologne,8,35.1,13.0,1085.0,0.36,3.0,5.6,0
Hamburg,11,43.7,15.7,1786.0,0.9,5.8,3.7,1
Frankfurt,6,45.6,17.0,1527.0,0.9,5.5,5.9,0
Munich,2,55.9,17.5,1147.0,0.9,4.6,5.5,1
Cologne,3,28.1,5.5,800.0,0.62,1.0,9.3,0
Hamburg,2,60.3,23.0,1826.0,0.9,5.6,4.7,1
Cologne,4,43.4,18.0,1168.0,0.79,6.6,4.5,0
Berlin,5,40.7,14.3,862.0,0.8,5.8,3.6,1
Berlin,12,34.9,10.0,889.0,0.3,1.8,8.9,0
Munich,9,28.5,5.0,800.0,0.82,1.1,8.1,0
Berlin,7,53.2,18.0,1231.0,0.9,7.2,4.7,1
Hamburg,8,45.7,11.2,1090.0,0.58,2.9,6.3,0
Munich,7,32.1,6.2,800.0,0.43,4.0,5.1,0
Cologne,11,32.0,10.6,1089.0,0.53,2.3,8.3,0
Frankfurt,10,41.6,11.6,1145.0,0.53,6.6,3.5,0
Frankfurt,8,61.7,21.6,1696.0,0.65,5.0,5.3,1
Frankfurt,11,42.4,13.7,1420.0,0.9,6.0,4.3,0
Hamburg,5,30.0,8.2,800.0,0.46,3.3,5.6,0
Munich,3,42.5,9.1,1203.0,0.76,4.6,7.0,0
Berlin,12,42.3,11.5,800.0,0.38,1.3,9.6,0
Munich,7,20.0,5.0,800.0,0.72,1.0,10.0,0
Cologne,1,44.5,11.1,800.0,0.74,4.1,5.4,0
Frankfurt,3,42.7,13.2,984.0,0.55,4.6,5.8,0
Munich,7,52.0,13.9,1695.0,0.9,3.5,6.7,1
Munich,4,63.5,20.7,1561.0,0.9,4.7,6.4,1
Berlin,7,56.3,19.5,1728.0,0.9,6.5,4.7,1
Cologne,10,42.3,11.6,883.0,0.45,5.1,5.1,0
Frankfurt,10,33.9,12.6,1194.0,0.63,3.2,5.3,0
Berlin,6,70.0,19.2,1431.0,0.9,8.2,3.6,1
Frankfurt,4,45.6,11.9,1000.0,0.83,2.8,7.8,0
Berlin,7,45.1,14.7,1302.0,0.9,4.0,5.4,0
Berlin,8,44.8,17.0,1214.0,0.9,6.9,3.5,1
Frankfurt,8,47.0,18.3,2013.0,0.87,4.8,3.7,1
Cologne,7,43.6,19.4,1685.0,0.9,4.5,6.5,0
Hamburg,2,39.3,12.0,911.0,0.62,7.4,1.1,1
Hamburg,8,39.5,12.8,884.0,0.71,1.9,7.9,0
Munich,5,44.7,11.8,962.0,0.9,5.7,4.6,0
Munich,9,39.6,9.4,800.0,0.55,6.5,4.6,0
Cologne,6,37.9,13.3,1421.0,0.54,3.3,6.8,0
Hamburg,4,46.1,13.0,1128.0,0.69,5.9,4.7,0
Munich,9,42.5,17.8,1410.0,0.85,2.8,7.2,0
Hamburg,1,60.0,15.6,1459.0,0.9,5.0,5.0,1
Hamburg,4,20.0,8.1,800.0,0.72,2.6,7.5,0
Hamburg,11,55.9,15.6,1018.0,0.9,6.8,3.0,1
Munich,5,57.5,16.7,1309.0,0.84,7.4,1.0,1
Munich,4,24.3,9.7,802.0,0.9,4.8,4.5,0
Cologne,9,41.6,11.8,1053.0,0.54,4.1,6.2,0
Berlin,1,41.3,12.2,800.0,0.9,5.9,3.8,1
Munich,3,30.9,7.9,800.0,0.47,2.6,7.3,0
Frankfurt,9,37.2,17.8,804.0,0.48,5.1,4.6,0
Berlin,12,33.9,9.4,800.0,0.56,3.7,5.4,0
Hamburg,7,62.5,21.0,1823.0,0.84,6.9,2.6,1
Cologne,5,54.4,17.5,1593.0,0.9,6.1,3.6,1
Frankfurt,11,57.7,19.9,1364.0,0.67,3.4,6.6,1
Frankfurt,6,52.2,15.6,1180.0,0.48,3.5,6.9,0
Berlin,4,33.7,10.6,856.0,0.9,3.5,6.3,0
Cologne,5,39.8,14.4,1370.0,0.43,1.4,7.5,0
Berlin,8,49.9,14.0,1429.0,0.9,6.2,2.4,1
Munich,5,32.8,14.2,1166.0,0.9,4.6,8.0,0
Hamburg,10,52.1,20.9,1623.0,0.81,5.7,3.2,1
Cologne,2,42.6,16.0,993.0,0.38,2.6,6.9,0
Munich,8,41.3,14.0,1138.0,0.9,6.2,4.3,0
Hamburg,12,52.1,8.4,1087.0,0.9,8.3,2.1,1
Hamburg,3,49.4,17.8,1678.0,0.73,5.2,5.4,0
Munich,5,41.4,12.6,1045.0,0.59,4.9,4.7,0
Cologne,12,56.6,18.1,1511.0,0.9,6.0,4.3,1
Frankfurt,11,34.2,5.7,800.0,0.74,4.2,5.8,0
Berlin,6,51.2,18.5,1411.0,0.57,4.9,4.8,0
Cologne,1,50.9,12.6,1040.0,0.9,5.0,5.2,1
Frankfurt,3,41.9,14.3,1176.0,0.9,5.5,5.5,0
Frankfurt,1,48.3,18.8,1706.0,0.84,8.3,1.6,1
Frankfurt,7,32.5,9.4,946.0,0.3,1.1,8.8,0
Berlin,2,54.2,21.7,1842.0,0.84,5.3,5.8,1
Berlin,10,43.2,12.1,800.0,0.52,2.5,8.4,0
Berlin,7,39.8,15.1,1012.0,0.56,6.4,5.2,0
Frankfurt,12,55.5,14.6,989.0,0.9,4.7,3.6,1
Munich,3,38.0,15.7,1307.0,0.88,1.6,9.3,0
Berlin,3,30.9,12.9,800.0,0.61,4.0,6.6,0
Frankfurt,1,29.4,11.2,896.0,0.9,5.6,3.6,1
Cologne,7,51.1,15.8,1549.0,0.54,6.1,4.2,0
Frankfurt,12,32.2,6.5,800.0,0.6,3.5,7.5,0
Berlin,8,62.5,19.7,1504.0,0.61,6.9,2.3,1
Berlin,11,24.2,11.4,800.0,0.46,4.5,5.9,0
Berlin,4,62.0,21.0,1845.0,0.8,4.9,6.0,1
Munich,9,47.1,11.0,945.0,0.9,4.5,4.4,0
Hamburg,4,44.0,11.3,855.0,0.66,3.7,6.1,0
Munich,10,39.6,16.9,1238.0,0.62,2.2,8.1,0
Cologne,5,49.0,17.8,1439.0,0.58,4.4,4.8,0
Berlin,11,44.6,11.2,833.0,0.9,6.1,3.0,1
Hamburg,6,56.0,13.4,1227.0,0.74,6.5,3.4,1
Cologne,9,46.1,13.5,1329.0,0.52,5.6,5.2,0
Frankfurt,9,46.5,9.9,800.0,0.54,4.9,5.8,0
Hamburg,8,41.4,13.3,820.0,0.52,4.9,4.2,0
Munich,10,44.4,22.2,2043.0,0.62,3.2,7.4,0
Berlin,12,48.1,11.2,932.0,0.46,4.3,4.8,0
Hamburg,2,27.9,8.7,800.0,0.84,3.1,5.3,0
Cologne,12,31.5,14.4,1352.0,0.9,3.6,6.1,0
Munich,10,52.4,19.7,1646.0,0.64,5.7,5.4,1
Cologne,10,46.7,15.1,1651.0,0.71,4.5,6.2,0
Cologne,1,43.2,13.9,1069.0,0.7,3.7,6.2,0
Berlin,12,45.2,11.6,1149.0,0.9,9.3,1.0,1
Hamburg,2,48.5,15.4,939.0,0.55,6.2,3.4,0
Cologne,6,39.6,13.9,1394.0,0.83,4.6,5.5,0
Munich,11,37.2,15.7,1447.0,0.58,3.4,5.6,0
Cologne,7,47.0,13.8,1424.0,0.7,4.0,5.6,0
Cologne,6,35.2,11.2,1116.0,0.5,3.3,6.5,0
Munich,1,49.1,13.5,1061.0,0.56,5.3,3.3,0
Frankfurt,1,28.0,10.0,800.0,0.4,1.0,8.2,0
Cologne,1,55.3,20.8,1542.0,0.4,3.2,7.2,0
Munich,1,49.7,18.5,1125.0,0.57,4.0,6.0,0
Berlin,10,47.6,12.3,803.0,0.87,5.1,4.6,0
Hamburg,10,54.8,18.7,1582.0,0.85,5.1,4.0,1
Munich,1,61.7,18.5,1472.0,0.9,8.4,3.2,1
Munich,2,55.1,21.4,1668.0,0.36,3.3,5.9,0
Hamburg,2,26.6,8.4,800.0,0.35,1.5,8.7,0
Munich,4,32.2,6.2,800.0,0.9,5.5,4.0,0
Frankfurt,3,38.8,12.3,1017.0,0.57,4.1,6.0,0
Berlin,4,45.3,16.5,1393.0,0.9,5.9,4.6,0
Frankfurt,5,50.2,17.5,1198.0,0.9,8.1,1.0,1
Cologne,4,37.7,11.0,800.0,0.43,2.7,7.3,0
Berlin,3,46.9,13.9,1418.0,0.9,4.5,6.7,0
Cologne,3,37.4,9.5,993.0,0.74,3.3,8.4,0
Hamburg,4,38.9,11.8,800.0,0.63,1.0,8.9,0
Munich,6,30.9,7.7,800.0,0.84,2.6,7.4,0
Munich,7,35.8,14.8,1478.0,0.69,4.9,7.3,0
Berlin,4,31.5,7.8,800.0,0.84,4.0,7.2,0
Munich,8,35.2,12.1,915.0,0.82,4.5,4.9,0
Munich,6,55.5,18.7,1713.0,0.9,5.0,4.4,1
Cologne,5,35.5,14.7,1371.0,0.72,2.6,8.4,0
Frankfurt,8,70.0,26.6,2315.0,0.69,8.9,1.0,1
Munich,6,49.9,18.7,1446.0,0.59,4.2,6.8,0
Cologne,1,46.8,16.7,1467.0,0.9,5.1,5.2,0
Frankfurt,11,36.4,9.0,1018.0,0.53,3.9,6.6,0
Munich,1,52.0,14.1,1120.0,0.85,7.4,2.4,1
Berlin,10,39.2,10.5,800.0,0.68,5.4,4.0,1
Berlin,10,46.2,17.7,1659.0,0.39,2.7,8.8,0
Berlin,6,70.0,23.6,2293.0,0.57,5.2,4.5,0
Hamburg,8,44.0,17.3,1806.0,0.64,5.3,4.3,0
Berlin,9,56.5,21.8,1672.0,0.76,5.6,4.4,1
Munich,4,38.0,10.5,800.0,0.88,3.1,7.1,0
Munich,11,44.7,15.0,993.0,0.81,6.0,3.0,1
Berlin,7,62.7,20.9,1693.0,0.9,6.6,2.9,1
Berlin,9,38.7,11.9,800.0,0.65,4.0,5.4,0
Cologne,12,63.1,19.4,1450.0,0.9,7.5,3.4,1
Frankfurt,8,52.1,20.9,1813.0,0.83,4.6,4.5,1
Berlin,12,39.4,13.3,1140.0,0.57,6.3,2.0,0
Cologne,8,51.3,17.1,1010.0,0.68,4.0,4.1,1
Munich,1,54.7,15.8,1581.0,0.9,6.5,2.1,1
Berlin,10,51.2,19.1,1310.0,0.9,7.3,4.1,1
Cologne,6,29.3,6.8,800.0,0.79,1.0,9.0,0
Cologne,11,37.7,13.9,867.0,0.5,3.3,7.2,0
Frankfurt,9,42.5,15.6,1117.0,0.9,6.0,4.6,0
Munich,8,44.3,13.5,902.0,0.68,6.2,3.9,1
Frankfurt,2,51.2,18.0,1267.0,0.47,4.9,5.1,0
Frankfurt,5,46.8,16.1,800.0,0.68,3.6,7.5,0
Frankfurt,11,31.6,10.4,860.0,0.5,4.6,5.5,0
Munich,4,48.8,16.3,1351.0,0.9,6.7,4.7,0
Berlin,8,51.1,17.2,1827.0,0.9,3.4,7.3,1
Frankfurt,9,50.6,17.3,1478.0,0.9,3.3,6.1,1
Hamburg,12,55.8,18.8,1403.0,0.86,5.9,3.6,1
Munich,3,53.3,14.5,917.0,0.84,6.3,3.0,1
Cologne,9,49.6,16.1,1267.0,0.9,4.5,6.7,0
Cologne,1,44.3,15.6,1335.0,0.82,5.4,4.1,0
Munich,7,28.4,9.8,800.0,0.85,1.8,7.4,0
Cologne,8,49.3,19.3,1556.0,0.84,1.8,8.6,0
Munich,6,47.1,17.6,1784.0,0.58,4.1,5.8,0
Berlin,4,47.7,13.3,987.0,0.45,4.9,5.4,0
Munich,4,32.2,10.2,800.0,0.6,2.8,9.1,0
Berlin,7,34.2,10.5,1012.0,0.8,1.7,9.2,0
Munich,10,55.5,18.5,1543.0,0.84,2.8,7.2,1
Frankfurt,6,44.6,14.9,847.0,0.75,3.7,4.9,0
Hamburg,4,51.8,19.1,1614.0,0.62,6.5,3.0,1
Berlin,5,45.3,15.6,1051.0,0.59,6.4,4.3,0
Hamburg,10,45.3,18.8,1592.0,0.9,6.3,2.5,1
Cologne,4,54.4,18.9,1890.0,0.66,4.2,7.9,1
Berlin,1,39.8,10.8,828.0,0.7,2.3,7.8,0
Cologne,4,46.0,13.9,1330.0,0.9,5.3,4.7,0
Frankfurt,6,40.4,15.3,976.0,0.9,5.0,4.3,0
Frankfurt,11,40.7,8.7,800.0,0.77,4.7,5.8,0
Berlin,2,41.9,9.9,1198.0,0.55,1.2,7.7,0
Berlin,7,47.2,15.8,1323.0,0.81,3.4,8.7,0
Hamburg,9,40.2,16.3,1428.0,0.61,4.0,7.3,0
Cologne,12,57.6,23.1,2079.0,0.9,6.5,4.5,1
Hamburg,11,36.1,11.4,804.0,0.45,4.8,3.9,0
Berlin,10,43.1,17.6,1570.0,0.9,4.5,5.7,0
Hamburg,2,40.6,13.8,1235.0,0.9,4.6,6.7,0
Berlin,7,59.5,15.2,959.0,0.9,6.1,4.5,1
Munich,2,47.0,15.6,1553.0,0.7,5.7,3.3,1
Cologne,9,55.3,16.6,1588.0,0.82,6.0,3.3,1
Frankfurt,12,30.1,12.8,800.0,0.5,3.1,6.4,0
Frankfurt,1,47.7,15.8,1305.0,0.6,4.4,5.0,0
Hamburg,4,53.9,14.1,1084.0,0.75,5.5,6.0,1
